comment_id,author,text,like_count,reply_count,published_at,relevance_score
UgyLCrekzfFm0ebtyTN4AaABAg,@robertosecas,Estaria interesante que enseñarais accesorios para pc fuera del tipico steamdeck capturadora etc....<br>Enseñar software que fuese practico .<br>Y podeis mostrar como haceis los pedidos. Yo para eso llego tarde :(,0,0,2026-05-18 14:42:29+00:00,0
UgzxiSUGFuNT5O9TeaN4AaABAg,@DavidGarcia-xh5sf,"&quot;todo el mundo se tira pedos, pero como los míos ninguno y no pienso parar&quot; <br><br>Lo peor qué puedes hacer es seguir la dirección que te señalan, tienes a muchos como yo que ve tus videos cuando está buscando algo.... igual en 6 meses no consumo nada y en un par de días me pongo al día. Mi consejo es que no te vuelvas loco con las métricas y según te apetezca vallas haciendo y subiendo<br><br>PD: lo de los miembros de pago es una chorrada y un desprecio al que no pone pasta. Si somos muchos es lo que hay",0,0,2026-05-18 19:57:32+00:00,0
UgyiBhZbUxfAHp2i2ph4AaABAg,@bui3_s,me gusta la idea 10 🙂,0,0,2026-05-18 13:50:47+00:00,0
UgxDgmepNjyxrOuYarh4AaABAg,@EdoDiazFredes,"Primero, muchas gracias por el contenido que nos traen.<br><br>A mí me encanta la idea de crear y configurar Mini PCs, soy usuario desde hace un par de años de equipos SFF y poder ver que se puede armar en base al hw disponible encuentro que podría ser una muy buena idea. Equipos diseñados y/o especializados para el ámbito profesional para explotación de data o equipos optimizados para el manejo de agentes de ia, etc...<br><br>Saludos desde Chile",0,0,2026-05-18 17:26:24+00:00,0
Ugw120QPtYOKfjgu1OF4AaABAg,@gxldesenor,"He visto varios comentarios apoyando la idea de recomendar setups &quot;profesionales&quot; y estoy muy de acuerdo. <br><br>Voy más allá y os dejo una idea para un futuro vídeo: setups de radiología desde casa 👀 (no todos los profesionales con requerimientos de PC son diseñadores, editores, etc). Desde el COVID cada vez hay más radiólogos trabajando en remoto y, sinceramente, apenas hay contenido en YouTube sobre este tipo de setups (y lo que hay es tirando a fulero). Creo que podría ser un nicho muy interesante y que se quedaría ahí para consultas constantes.<br><br>De hecho, llevo tiempo mirando opciones para montarme algo bien hecho para este uso y seguramente en unos meses os escriba para pedir presupuesto o consejo 😄",0,0,2026-05-18 19:13:54+00:00,0
UgzAkz8iHPdh2NV0el54AaABAg,@gistrigo2801,"1-Montar pc todo a 100 y ver cuando planta fuego, o no<br>2-Plantar un Starlink en la huerta<br>3-Comprar un premontarlo, destriparlo y devolverlo xD<br>4-Hacer competir el pc todo a 100 con el premontado<br>5-Crear un canal de Telegram solo para notificar los nuevos videos, noticias, ofertas o lo que sea. Somos muchos los viejunos que lo usamos.",0,0,2026-05-17 19:43:37+00:00,0
Ugw28fC8Xqu32iQ9-P94AaABAg,@Claudio-yl8vx,Saludos de Argentina Raul ! Sigo tu canal y me he visto todos tus videos ! Contenido que hagan lo estaremos disfrutando acá!!!,0,0,2026-05-18 19:17:56+00:00,0
Ugx7wy5Ng4x6VWENNkN4AaABAg,@breixosnationalgeographic7507,"Top <br>1- Torneo de videojuegos<br>2- Eventos LAN<br>3- Hardware chinorro<br>4- PC Wallapop<br>Todo el apoyo al equipo de epical desde Galicia, desde la otra punta de la península, me encanta vuestro trabajo e incluso me gustaría trabajar con vosotros (si pudiese) y conoceros a todos (sobre todo al Donante de Pelo).<br>Hagais lo que hagais veré el video y seguro que mola.",0,0,2026-05-18 16:22:31+00:00,0
UgzZOeA-jgcpdi7hK4t4AaABAg,@CirkkaG0,"Una gran idea es que en un vídeo, puedas analizar anuncios de Wallapop de pc ya hechas",0,0,2026-05-18 23:30:28+00:00,0
Ugy4hMTs2VylzGwBKsJ4AaABAg,@Afro-disiacoo,"Lo de hacer la puja mola , lo suyo seria que fuese un PC personalizado por vosotros. No que solo sean piezas top que podamos comprar cualquiera, si no, con algun mod o &quot;edicion limitada&quot;.<br><br>Y un detalle mas , me encantan los videos que haceis , pero creo que la musica hay que bajarla un poco que aveces se os escucha bien.<br><br>Un abrazo y seguir asi.",0,0,2026-05-21 12:56:39+00:00,0
UgyUshD9xCEDnG4i-GV4AaABAg,@AgusAdresH,"Claramente los que vemos sus videos es porque vemos lo que son ustedes, yo estoy juntando para armarme una pc y es gracias a sus videos que aprendo mucho, cualquier cosa que suban se les va a dar apoyo",0,0,2026-05-18 13:17:09+00:00,0
UgzY04M3gU5lhJ47d4t4AaABAg,@daikel5820,Ideas: <br>Montajes extremos de pc fuera de lo normal en cajas raras o lo que sea<br><br>Comparativas técnicas reales<br><br>Como testean un equipo de forma avanzada (osea fuera de lo normal),0,0,2026-05-18 13:29:47+00:00,0
Ugz8WxYoN4ye1Qlr6TB4AaABAg,@tanialcocerdieego95,"Explicar cómo configurar el software para jugar en específico o para editar o renderizar, según lo que busques",0,0,2026-05-17 21:15:57+00:00,0
UgyUkE3q8vZhkiXjt1d4AaABAg,@playgams-hu1jv,me gustaría ver mas videos parecidos al de los pecados del gaming estuvo de 10 gg podrían hacer uno de cada uno en profundidad,0,0,2026-05-17 19:57:46+00:00,0
UgzUr2-0BGvaj290d1x4AaABAg,@THEyoutubeGUIDE,"Qué pasaría si enfrentamos a todo el equipo técnico en un &quot;Battle Royale de Informáticos&quot; para ver quién es el verdadero Rey de la Oficina? El formato sería de eliminación directa a través de 3 pruebas épicas:<br>FASE 1: El Desafío del &quot;Cables-Ciegos&quot; 🧵❌ (Propuesta de Al)<br>Para empezar fuerte y cribar al personal, los participantes se enfrentan a una mesa llena de componentes totalmente desconectados. ¿El truco? Tienen que pasar, crimpar y conectar un cable Ethernet RJ45 a ciegas (con los ojos vendados) o identificar componentes antiguos/rotos tocándolos a oscuras. El que tarde más de la cuenta o confunda un procesador AM4 con uno de Intel... ¡Eliminado!<br>FASE 2: El Fuego Rápido del Soporte Técnico ⚡💻<br>Los supervivientes pasan a la zona de preguntas rápidas. El presentador les lanza problemas técnicos reales de clientes (estilo: &quot;El PC no da vídeo, pita tres veces y huele a ozono, ¿qué es?&quot; o &quot;¿Cómo solucionas este pantallazo azul en bucle?&quot;). El que tenga los reflejos más lentos o falle en la solución técnica, se va a la calle. ¡Solo los dos mejores pasan a la gran final!<br>FASE 3: La Gran Final: Speedrun de Montaje 🛠️🔥<br>El duelo definitivo. Los dos finalistas compiten cara a cara por ensamblar un PC gaming desde cero (procesador, disipador, gestión de cables y que encienda a la primera con su correspondiente POST). Para el vídeo, esta parte quedaría espectacular metiéndole un Timelapse a velocidad x4 o x5, con música épica de fondo y un cronómetro en pantalla gigante para ver quién es el montador más rápido del oeste.<br><br>Los &quot;casteadores&quot;: Si dos miembros de la empresa que tengan mucha labia comentan las jugadas de la final (el Speedrun) como si fuera una final de la League of Legends o de la Formula 1, el vídeo ganará el doble de entretenimiento.",0,0,2026-05-19 17:37:12+00:00,0
UgywOTIQu-H4dnZcoLV4AaABAg,@foxtrot0456,Culeaaa le vas arrancar las patas a la mesa tanto que se mueve jajaja 😂,0,0,2026-05-17 22:06:23+00:00,0
UgywHm1WzvNm5lhl6aJ4AaABAg,@rodrigomadrid9852,Queremos comparativas portátil va sobremesa. Cuanto menos rinde un portátil que un pc con una configuración igual,0,0,2026-05-17 23:39:38+00:00,0
Ugy-qCUSVFwOlrl1A8h4AaABAg,@nicotucan,"te amo calvito, podrías incluso hacer un video rascandote los huevos y aún así la gente te vería, ídolo. Saludos de chile",0,0,2026-05-17 21:15:32+00:00,0
UgzTX7o9mD_C_UjqdnB4AaABAg,@Xtakers_YT,"El tema de hardware chinorro podríais colaborar con Sfdx Show, o Tuberviejuner",0,0,2026-05-21 21:33:10+00:00,0
Ugzpc72YcExyxDUK-4Z4AaABAg,@joseantoniogonzalezperant8261,"Lo de profesionales de la música, arquitectos, IA. Lo veo.",0,0,2026-05-18 19:49:44+00:00,0
Ugy7Kks2DdH3O_-sf-h4AaABAg,@ferran1998,Yo compre un premontado en Coolmod y tuvieron la genial idea de meter la gpu mas basica de la rx 9070 xt en una caja microatx y sin ningun ventilador en la caja. En enero con la vram a mas de 90 grados. Podeis hacer lo que querais la gracia que tiene Raul pocos canales la tienen,0,0,2026-05-18 09:19:06+00:00,0
UgzPN593cLt6LObq23t4AaABAg,@JulianRossGeller,Dejad el canal en manos de la tal Paola y conseguiréis miles de subs.,0,0,2026-05-17 20:44:46+00:00,0
UgzOnx5DhOIYulfGu_B4AaABAg,@Bledxz,"de momento en 15 minutos lo mejor que escuché de idea de grabacion es entre miembros de epical el VS de la mejor build con un presupuesto establecido, pero sin repetir entre personas es algo muy jodido. Yo haria una ruleta para cada uno y que a cada uno le caiga un presupuesto distinto a suertes (el que le salga menos se jode y tendra que sacar menos fps), luego otra para que elija el juego donde todos haran las pruebas, y finalmente una ultima para por ejemplo restriccion de usar piezas de segunda mano, o no poder comprar combos tipo cpu + placa + ram ( que generalmente sale mas barato)",0,0,2026-05-18 01:34:18+00:00,0
UgwgeHDsgDzaxzHFxzV4AaABAg,@toreador25,el chocas calvo mola!!! viva el calvo chocas!!!,0,0,2026-05-19 05:00:16+00:00,0
Ugy2Zj8OnscOPsv7YE94AaABAg,@Flycatcher17,"No tiene mucho que ver con el vídeo, pero me encantaría que en Epical-Q se pudieran hacer pedidos por piezas.<br><br>Algunos PCs premontados tienen buen combo gpu+cpu, pero lo pagan con una fuente de baja calidad (entiendo que de algún lugar tiene que salir el beneficio), pero algunas prebuilds serían perfectas si se pudiera cambiar a una mejor fuente.",0,0,2026-05-18 11:10:09+00:00,0
UgxqnLJXZgHGCc7_efx4AaABAg,@rart31,"Aqui un sujeto de latam creo que a lo que se refiere con &quot;el corte ingles&quot; es a las tiendas departamentales tipo liverpool o sears, fabricas de francia, etc...",0,0,2026-05-17 19:11:14+00:00,0
UgzJsVw6VqSCBZuQdLN4AaABAg,@franciscobenedetti3793,"¡Buen video! Llevo un tiempo investigando sobre los nodos de Storj porque quiero armar uno. Mi idea es montar algo que no sea una solución &quot;cutre&quot; o improvisada, pero tampoco quiero gastarme una salvajada de dinero, ya que el objetivo principal es amortizar la inversión. Busco algo estético, limpio y fácil de mantener. Sé que tu canal está más enfocado al gaming, pero como conoces el mundo del hardware más a fondo, seguro tienes buenas ideas. ¿Qué componentes o configuración me recomendarías para empezar bien? y que opinas sobre los nodos de almacenamiento desentralizado y si seria mas viable ¡Saludos! haaa una cosa cuales serian las mejores configuraciones para jugar rust XD",0,0,2026-05-17 21:22:58+00:00,0
UgxPWm4UhO4STn0i7L94AaABAg,@makkisg1,"Yo creo que el siguiente paso lógico seria escribir un libro y promocionarle en todos los videos, como cualquier YouTube, que se precie jejej. pero vamos que yo me trago los videos por las bromas pa que os voy a engañar, saludos pal calvito, el chalecos y demás compañeros, de hecho podíais hacer un short presentándoos como el equipo A, El calvito como Fénix, el guapo del equipo y el gracioso, el chalecos como Hannibal el jefe... y presentáis al todo el equipo yo hay lo dejo. otra seria si fichais a alguien ponerle como la rueda de prensa esas que se dan cuando se ficha a alguien",0,0,2026-05-18 17:47:35+00:00,0
UgwjZxoWrm934miG-RR4AaABAg,@ajarebeliver8509,"Mis preferencias, por orden: Me gusta mucho la idea 4 sobre audio, la idea 9 es curiosa pero sugiero algo muy pequeño, no minúsculo, y con un equipo más mundano, es decir, lo más pequeño posible con componentes medios para jugar pero sin que se abrase, es decir una micro atx una fuente normal... Vamos, lo más pequeño posible sin arruinarse. Y la idea 8 no está mal, el resto no me gusta.<br>Por lo demás yo te veo haciendo monólogos y si te prestas a ello, tu hija te tocará más las narices, o directamente la fichas para el canal y que te toque las narices cada dos por tres nos íbamos a reír aún más, jajaja.<br>En serio, gracias por el humor y lo amenos que hacéis los videos, y en serio, ficha a tu hija y editáis el video con sus puyitas, cuanto más salvajes, mejor😜",0,0,2026-05-19 13:38:02+00:00,0
Ugw-FMwGnDtOaFJCJkJ4AaABAg,@IsmaelCaballeromr,"Estaría muy chulo, teniendo en cuenta vuestra experiencia que montaráis un servidor local de genIA para andar por casa... algo que no requiera comprarse una 5090 y que nos sirva para explorar cómo tener IA sin tener que gastarnos un pastón ni dejar nuestros datos por ahí... de ordenadores gaming está YouTube lleno....",0,0,2026-05-18 05:09:08+00:00,0
UgxEJ9Q4-xQCWv-qo994AaABAg,@Morkben,"Pc Gaming <del>potente</del> mas silencioso del planeta. Con test de decibelios y todo el rollo. Estoy hasta los cojones del ruido del mío, que suena al turbo de un R5 bajo el agua",0,0,2026-05-17 21:51:40+00:00,0
UgwVcxBmpSP-liGcyWx4AaABAg,@Trecegamer13,"Aparte de los proplayer, deja que los pequeños te enseñemos nuestras batcuevas ^_^",0,0,2026-05-17 19:01:38+00:00,0
UgyojiEpxq14onGQvyB4AaABAg,@xopolopez9035,"Quedadas para montar equipos en directo.<br><br>Ideas de soluciones curiosas para varios monitores, fuentes, varios equipos en mismos monitores, qué pasa con las TV como monitor...<br><br>👉Yo os he empezado a seguir para aprender lo básico y elegir mejor un equipo para AUDIO Y SONIDO. Y es todo un mundo en si mismo!",0,0,2026-05-17 21:44:30+00:00,0
UgyWYTQrKg6HIo-89jN4AaABAg,@Suso96,"Meterle LLM de IA a distintos equipos y explotarlos y hacer comparaciones entre IAS en los mismos pcs etc etc, va a evolucionar todo a IA y probablemente el futuro sea tener ia en local para todo…",0,0,2026-05-20 15:12:02+00:00,0
UgzWA_TRyHK6cUMz1Mx4AaABAg,@x__raiyu,"algún día y es creo que es más cercano un sueño húmedo que esto, pero Epical-Q X Nate Gentile<br><br>haciendo que? no lo sé solo pensarlo no puedo procesarlo",0,0,2026-05-17 21:54:07+00:00,0
UgzES1PBSzg0Zz_eHiB4AaABAg,@SargentovnRey,"Todas las ideas ya las tenéis, son todas buenas. Ahora a ponerlas en marcha poco a poco con el tiempo.",0,0,2026-05-18 09:58:33+00:00,0
UgzNkGsoUIMroliliBN4AaABAg,@rodrigosalgueiro25,"Para los del simracing, rendimiento en triples monitores. Saludos",0,0,2026-05-19 12:16:24+00:00,0
UgyLh0rv4ZFu8sCcLpR4AaABAg,@antoniogonzalezperez6393,Like 💯👍😊,0,0,2026-05-17 23:28:47+00:00,0
UgycBAP0MGUJn30IE4B4AaABAg,@alejandroconsta7772,Tier list de disipación líquida,0,0,2026-05-17 19:07:10+00:00,0
UgxhNZeGcGMyqehRuDV4AaABAg,@ramiroyuyes4168,"hacer armado de pcs para tipos de trabajo , lo basico medio y lo maximo q se puede armar , no solo gamer por ejemplo para servidor , devops , etc de cosas q varien , ejemplo para game lo principal es gráfica y ram ,, y para dev ops es cpu y ram y etc de configuración de diferentes cosas osea arquitecto , solo para estudio , para los de diseño, para usar linux o para trabajar con ia o musicos o etc",0,0,2026-05-17 19:34:07+00:00,0
Ugy4FeRHmfpiC10DPFd4AaABAg,@migueldbaw,A ver soy un cliente muy satisfecho compre el power no se que montado y no soy técnico y es que va genial estoy muy contento la verdad . Lo comparé con copilot y otros y me dijo que en España no habia precio calidad y modernos nada igual. Había muchos parecidos y había muchas antiguallas. Es que es muy facíl caer. Según copilot el epical es precio calidad y eficiencia energética y lo tengo en mi cara y no tengo ruido va genial. Un saludo y ánimo,0,0,2026-05-18 10:47:31+00:00,0
UgwTGrysW4QZB0-cJG54AaABAg,@PruckRute,A mí lo de starlink me encanta,0,0,2026-05-22 06:09:58+00:00,0
UgwhqaNkp9TBA1MZUkF4AaABAg,@Manu-Ishariel,"Ideas 9 y 8.<br>Idea extra: soy usuario de mini pc y encuentro pocos vídeos que exploren cómo sacar partido del puerto OCuLink, alternativas estéticas para montaje, gráficas apropiadas, etc. Seguid así!",0,0,2026-05-20 12:52:51+00:00,0
Ugx9Xo2_D8PTxvfFBCx4AaABAg,@edurl1,"Coger la lista y uno tras otro, jajaj, todas las ideas están genial!<br><br>Molan muchísimo vuestros vídeos!!",0,0,2026-05-18 13:51:19+00:00,0
UgxnPJz284YHQXoW7XV4AaABAg,@cobrata1991,"A mí me gustaría conoceros y aprender de vuestras experiencias, yo soy técnico, y no tengo amistades tan frikis como yo con los que hablar de esos temas. Monto ordenadores gratis encantado si me dan conversación...",0,0,2026-05-17 21:23:17+00:00,0
Ugz40hKHMuRt0GSdcBN4AaABAg,@mischievous1952,"Podríais aprovechar salidas de juegos con relevancia, tipo Resident Evil Requiem, Crimson Desert, Forza Horizon 6, etc, para hacer montajes rollo &quot;PC más barato para jugar Forza Horizon 6 a 1440p&quot; o algo así en el que hagáis un montaje calidad/precio, desglosando precios y tal, esto no da para sacar video al día pero aprovechando lanzamientos relevantes podéis sacar buenas visitas!",0,0,2026-05-18 10:34:20+00:00,0
Ugz9deHvnRZPYm6J2BN4AaABAg,@julianmontoya2970,probando cables elevadores pci de varias generaciones y su rendimiento barato y bastante informativo,0,0,2026-05-18 13:52:42+00:00,0
Ugx119YmlBnvqcrBBBx4AaABAg,@georgeln8190,"Buenas tardes Raulico, a ver ideas que yo te puedo dar seria montar un pc para producir audio pq tb soy medio dj y me gustaría crear mis temas de tech house e iniciarme en ese mundillo. .Luego ya si me ayudas a mapear una american audio vms 4.1 con algun programica como cross o traktor ya con eso me hago de pago de tu canal de por vida jeje.<br>tengo mas ideas como trastear pcs estilo sfdx show (me apasiona el trasteo).. no se... cosicaa.... Ademas que me hace mucha gracia como haceis los videos y me paso un ratico guapo. Saludos desde Orihuelica del Señó!",0,0,2026-05-18 18:49:13+00:00,0
UgxSP5pyXmZ6JKP4wl14AaABAg,@Dbr19,"Reviews tecnicas de cpus y graficas suben todos los canales grandes, pero no se suele subir mucha cosa de ciertos componentes como psu, placas base, cajas y disipadores/refrigeracioines/ventiladores como ya habeis comentado...Cuando me he montado un pc creo que me estos componentes son los que mas me ha costado encontrar informacion...El tema ventiladores como habeis comentado, hay algunos que son muy conocidos por su estetica, conectividad y rendimiento (lian li, corsair, noctua) y hay muy pocas comparativas directas, ademas me da curiosidad que pasaria si a un disipador de aire le cambias los ventiladores de stock y le metes uno mas potente de esa marca (Si algun dia me sobrase la pasta, no descarto unificar todo mi pc y meterle Asiahorse, incluyendo mi dispador thermalright...Que por cierto, dicen que es muy bueno calidad precio comparandolo con el Noctua mas tocho, pero tambien hay poca informacion) Tambien, he visto poco contenido en cuanto a altavoces para pc y mandos/gamepads...Para aquellos que no utilicen cascos para jugar y les vaya tambien usar el mando en los triples A...Pero eso quizá ya se salga un poco...",0,0,2026-05-18 09:19:21+00:00,0
UgwFJtHWx7Ym8l156YF4AaABAg,@RizesWho,Aqui en Chile si que existe el corte ingles,0,0,2026-05-21 02:38:30+00:00,0
UgwTd_uHdNP7SQrhV854AaABAg,@VIPEBOR,Tutoriales prácticos paso a paso para todos....,0,0,2026-05-18 17:42:40+00:00,0
Ugzr_4_Eu4KNO99srKt4AaABAg,@Noxito13,"Configurar un pc tras formatearlo, con esto me refiero a cambiar parámetros, desactivar cosas inútiles y demás q trae Windows 11 activado por defecto y solo sirven para consumir recursos",0,0,2026-05-18 07:15:35+00:00,0
UgyzJkCDXS70iYq_INt4AaABAg,@Me-la-pelass,Grabar un video de comp aplicar el shampoo en tu cabello RAUL.,0,0,2026-05-17 23:52:07+00:00,0
UgwEcdkzuEc-s6D3MTt4AaABAg,@WWsst23,Vendan el canal👌,0,0,2026-05-19 01:44:08+00:00,0
UgypSZ3HvrOPw3LM-Sh4AaABAg,@moritalex,Steam Machines Hechizas 😜,0,0,2026-05-17 19:33:50+00:00,0
Ugxbemh2iEXXuEtH2194AaABAg,@isparets9562,"tengo un hijo de 11 años que le gustan los ordenadores..(en casa no tenemos) pienso que videos como montarlos , estaria guay ,hasta para mi claro",0,0,2026-05-18 16:09:01+00:00,0
Ugzh9ZQCHDpKCd3OhWN4AaABAg,@palaz_MCA,Las mejores liquidas,0,0,2026-05-20 15:00:50+00:00,0
UgxTV0pvMCfpnTnIvPV4AaABAg,@sand9546,"Lleve mi pc a arreglar a una tienda aparentemente &quot;profesional&quot; en mi ciudad, y estoy seguro que me hicieron la guarrindonga y me cambiaron algo, por que desde que me lo devolvieron, el pc va a peor. Asi que, que tal un video de triquiñuelas y trampas que te pueden liar el primo farruco del compañero de curro para metertela doblada y darte gato por liebre.",0,0,2026-05-17 20:51:26+00:00,0
Ugzq6Pmoo0YIrksADc94AaABAg,@RubenIRPG,"Hola, yo no soy pro pero enseño mi setup 100% porque quiero enseñar que gastando poco rindes mas.",0,0,2026-05-18 01:07:00+00:00,0
UgwvDteGPqAvZT7o21J4AaABAg,@alfredodurango8868,"raul lo de pc orientados al audio 100%, otro aquí del gremio que ve muy poca info relevante, estaría chulo que tu que sabes de que va el tema lo enfoquéis en estos vídeos",0,0,2026-05-18 00:04:52+00:00,0
UgwqanhXiWwVbQ3CHtB4AaABAg,@TheMrComentarista,No creo que importe demasiado hacer cosas que ya hayan hecho otros mientras las hagas a tu manera,0,0,2026-05-18 21:16:42+00:00,0
UgxfH79lm7in0fEjOy14AaABAg,@ArmandoFollones,Yo creo que podrías montar un PC con lo último en componentes y regalarmelo 🙂,0,0,2026-05-18 01:59:21+00:00,0
UgwHHO7IOmXQEmICPdd4AaABAg,@jeremiasberrutti5453,"La diferencia entre usar 1, 2 o 3 monitores, como configurar windows 10 o 11 para que tome la frecuencia del o los monitores. <br><br>-como elegir y montar una refrigeracion liquida correctamente, sin pinchar el radiador con los tornillos de montaje en algunos modelos, mitos, vale la pena cambiar el líquido, con o sin pantalla en la bomba. .<br><br>Videos con la frace de como hacer tal cosa &quot;Sin morir en el intento&quot;",0,0,2026-05-18 16:53:15+00:00,0
Ugzm7xm4dhLHjHK9chp4AaABAg,@Garrotelider,"y grabar videos ayudandonos a sustituir piezas ??? ejemplo yo tengo una fuente en casa, que quiero cambiar a un pc que os compre ,,,siguiendo tus indicaciones ¿?? bueno es 1 idea un abrazote!!!",0,0,2026-05-18 01:13:18+00:00,0
UgyYlFjzr0vk4nWJsL94AaABAg,@DavidenkoRusso,"Pues estaria guapo optimizacion de juegos y solucion de problemas, en mi caso por ejemplo tengo un pc con una 5080 y un ryzen 7 9800x3d y he tenido muchos problemas para jugar un juego tan malo como el call of duty. He hecho mil historias y no encuentro una solucion final, habeis probado este juego con componentes top a ver si os pasaria lo mismo? es un ejemplo, podria ser para mas juegos pero en mi caso solo me pasa en COD, Un saludo!!",0,0,2026-05-18 09:06:18+00:00,0
UgyHMRwQ3_-V_Jgh_Tl4AaABAg,@todoterrainer1076,Celdas de Peltier weather cooling y poco espacio,0,0,2026-05-19 09:26:38+00:00,0
UgxmVzUi_JQAjheeSU14AaABAg,@pacopec0,A mí sinceramente una explicación /tier de marcas. Es Kingston más enfocada a calidad o a económico? Si me compro una puf 5030ti o una pikocaqui 5030 cual está más centrada en calidad o economía y que diferencia puede haber en esos niveles de calidades,0,0,2026-05-18 06:51:19+00:00,0
Ugwxb_ONlP9ufxArFWB4AaABAg,@pacogoal8339,Baile en barra americana,0,0,2026-05-17 19:10:46+00:00,0
UgyyTDUQxiNJGKNDXVR4AaABAg,@gordtto,"doy idea, porque no dar mejor explicacion opciones que nos puede dar la app de gforce expirence, sin mas profundo en el tema o ya que viene en mundial, decir donde es mejor verlo en un proyector o una tv...",0,0,2026-05-17 21:21:51+00:00,0
UgxDl4Jf1iiWWzFVtzZ4AaABAg,@enreplop,"¿Talleres de montaje, cable routing, modding, etc?",0,0,2026-05-18 08:43:14+00:00,0
Ugy6FerTfOstPLhZFA94AaABAg,@axux_77adportas53,Una seccion de mini pc´s del mercado ¿?... un revamping de equipos¿? en plan tengo este equipo que tiene X años a donde lo puedo mejorar a tope por lo minimo y que podria jugar ¿? ...quizas ya lo hayan dicho o sea una pijada...Gracias...Saludos,0,0,2026-05-17 22:07:03+00:00,0
UgwnjCdKMVUoKETMCzt4AaABAg,@juaniciocortes1181,"mejor premontados, la verdad detras de ellos",0,0,2026-05-17 19:06:26+00:00,0
Ugyx8ZyUSwdBdqO1xPN4AaABAg,@conchoflojo9596,"sacar inovaciones es lo que uno busca, cuando escucha uno lo mismo no tiene caso ver. buscar las inovaciones e investigarlas, su aplicacion real es dificil suerte.",0,0,2026-05-17 19:56:35+00:00,0
UgxjcA7km_2FZvaQKX14AaABAg,@bigmikeq92,"lo que más disfruto de este canal y su contenido es la forma en la que hablais de los temas, semi jocoso pero con sensatez y sinceridad",0,0,2026-05-19 03:45:24+00:00,0
UgzKzwzxRDNjnNZpDmx4AaABAg,@zangrimcnc9585,"Pues es normal el crecimiento. Raúl es un crack como cara visible, los vídeos están bien editados, y los temas son muy interesantes. Pack de 10/10. Me gustan prácticamente todas las ideas y cualquiera que hagáis la voy a ver, pero la que más me atrae es la de la entrevista a &quot;pros&quot; sobre su día a día con su trabajo. Y añado otra de mi cosecha: Análisis de componentes extraños, raros, o muy innovadores. Vamos, que se salgan de la norma.",0,0,2026-05-18 13:58:22+00:00,0
Ugxddq1zXNP1z84fp114AaABAg,@Bluu15,"Estaría bueno un sorteo de keys de steam ❤<br><br>Y como contenido, me gustaría que hagan comparación de temperaturas entre las distintas marcas y modelos de AIO, o las distintas marcas y modelos de Ventiladores.<br><br>Otra idea (ya la dijiste Raul), sería hacer un CAMPING LAN utilizando muchos mini ITX builds y jueguen unas partidas al counter o al juego que prefieran (si se pudiese en directo y luego editarlo, estaría piola)<br><br>Saludos desde Argentina 🇦🇷 me encanta los huevos que le ponen al canal, sigan así",0,0,2026-05-18 05:25:18+00:00,0
UgwFiVk2KTmXDNfxSAB4AaABAg,@fir3zz,"grabad videos de cosas retro, pcs antiguos. Teneis mucho contendio explotando eso",0,0,2026-05-18 09:46:30+00:00,0
UgyLTfzX1MMdg6j6zyR4AaABAg,@Sabre1023,Mostrar como configurar de manera eficiente para hacer stream podcast. No que comorar si no que evaluar y qie configurar,0,0,2026-05-19 15:51:34+00:00,0
UgwRIUzr351cuMy3XaZ4AaABAg,@davidsaezt5316,armar pc low cost y probarlos para demostrar que no se necesita tanto pc para jugar 😁,0,0,2026-05-17 19:11:21+00:00,0
Ugzht32Byo0u4DmhhOR4AaABAg,@enriquereyes9032,Tier list de disco duro ssd y memoria ram necesito sus consejos,0,0,2026-05-17 19:39:57+00:00,0
Ugyk1AKjTK7vS7EOaY14AaABAg,@SHIBARIETH,"Jo lo de hacer &quot;quedada&quot; como me molaria...mierda de ser de aqui de mandril, que ademas esta lleno de madrileños hahaha...pero bueno mañana ay pasado &quot;upgradeo&quot; mi carnet de moto del A2 al A... y ya tengo en camino la HD... asi que mira no tenia. Excusa para ir para alli pero ahora... hahaha",0,0,2026-05-21 19:39:06+00:00,0
UgzEs_Kt7R4AadXquC14AaABAg,@miguelmunoz4359,Soy el único que le dá toc que baile la mesa?,0,0,2026-05-17 19:28:36+00:00,0
UgyFJAJfzyBRoZkp1yN4AaABAg,@4nth365,"haced recetas de cocina, es coña",0,0,2026-05-17 21:24:25+00:00,0
Ugy842FVPEw1dnVcJrx4AaABAg,@Phenomblack,"Podéis traer nuevas marcas, ya que soy tienda, ejemplo marca china Mchose tienen bastante calidad y además podéis hacer negocio,",0,0,2026-05-17 20:01:04+00:00,0
UgzPH2Hu7CHpu_Xl1Td4AaABAg,@josegomezDjtracks,Podrías montar un pc con refrigeración liquida echa mano 🪬,0,0,2026-05-17 19:56:47+00:00,0
Ugy1-mranKzAXPPwza54AaABAg,@TY_yodongo,Podeis hacer videojuegos hechos por vosotros,0,0,2026-05-18 23:18:13+00:00,0
